pid,lot_frontage,lot_area,has_alley,is_lot_shape_regluar,is_land_countour_hls,is_land_slope_mod,overall_qual,mas_vnr_area,exter_qual_Ex_Gd,bsmt_qual_Ex_Gd,bsmt_cond_is_TA_Gd_Ex,has_bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,is_heating_qc_Ex,has_central_air,electrical_is_SBrkr,1st_flr_sf,2nd_flr_sf,gr_liv_area,full_bath,bedroom_abvgr,kitchen_qual_Ex_Gd,totrms_abvgrd,is_functional,has_fireplace,fireplace_qu_Ex_Gd,garage_type_Attchd_BuiltIn,garage_cars,garage_area,garage_qual_Ex_Gd_TA,garage_cond_Ex_Gd_TA,is_fully_paved_drive,has_fence,has_misc_feature,saleprice,ms_subclass_group_1,ms_subclass_group_2,ms_zoning_RL,ms_zoning_FV,lot_config_Inside,lot_config_Corner,neighborhood_group_1,neighborhood_group_2,neighborhood_group_3,bldg_type_1Fam,bldg_type_TwnhsE,house_style_2Story,house_style_1Story,home_age,home_has_remodel,mas_vnr_type_Stone,mas_vnr_type_BrkFace,has_basement,roof_style_Gable,roof_style_Hip,exterior_has_VinylSd,exterior_has_MetalSd,exterior_has_HdBoard,exterior_has_Wd_Sdng,exterior_has_Plywood,foundation_PConc,foundation_CBlock,bsmt_GLQ_sf,bsmt_ALQ_sf,bsmt_BLQ_sf,bsmt_LwQ_sf,bsmt_Rec_sf,has_2nd_flr,total_full_baths,total_baths,garage_new_2006,has_garage,garage_finish_RFn,garage_finish_Unf,garage_finish_Fin,all_porch_sf,has_porch,sold_premium_month,yr_sold_2006,yr_sold_2007,yr_sold_2008,yr_sold_2009,sale_type_WD,sale_type_New
534251280,69.05520046484602,9130,0,1,0,0,6,252.0,0,0,1,0,336.0,800.0,0,1,1,800,832,1632,1,4,1,7,1,0,0,1,2.0,484.0,1,1,1,1,1,173000,0,1,1,0,1,0,0,1,0,1,0,1,0,44,0,0,1,1,0,1,0,0,1,0,0,0,1,400.0,0.0,0.0,0.0,64.0,1,1.0,3.0,0,1,0,1,0,40,1,1,0,0,1,0,0,0
535383120,60.0,10800,1,1,0,0,3,0.0,0,0,1,0,630.0,630.0,0,1,0,725,0,725,1,1,0,4,1,0,0,0,1.0,320.0,1,1,1,1,1,78500,0,0,1,0,0,1,1,0,0,1,0,0,1,120,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0,1,0,1,0,30,1,1,0,0,0,1,0,0
528240020,62.0,8244,0,0,0,0,7,0.0,1,1,1,0,840.0,840.0,1,1,1,840,880,1720,2,3,1,7,1,1,1,1,2.0,440.0,1,1,1,1,1,183500,0,1,1,0,1,0,0,1,0,1,0,1,0,6,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,0,0,1,148,1,0,0,1,0,0,0,0
902135020,60.0,6000,1,1,0,1,4,0.0,0,0,1,0,936.0,936.0,0,0,1,936,0,936,1,2,0,4,0,0,0,0,2.0,576.0,1,1,1,1,1,93000,0,1,0,0,1,0,1,0,0,0,0,0,1,57,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,144,1,0,0,0,0,1,0,0
528228375,69.05520046484602,3621,0,1,0,0,8,72.0,1,1,1,1,322.0,1406.0,1,1,1,1589,0,1589,2,2,1,7,1,1,0,1,3.0,630.0,1,1,1,1,1,226500,0,1,1,0,1,0,0,1,0,0,1,0,1,7,1,0,1,1,0,1,1,0,0,0,0,1,0,1084.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,0,1,163,1,1,0,1,0,0,0,0
527163040,59.0,7837,0,0,0,0,6,0.0,1,1,1,0,799.0,799.0,0,1,1,799,772,1571,2,3,0,7,1,1,0,1,2.0,380.0,1,1,1,1,1,178000,0,1,1,0,1,0,0,1,0,1,0,1,0,17,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,1,0,0,40,1,0,0,0,0,1,0,0
907192120,72.0,10665,0,0,0,0,7,167.0,1,1,1,1,440.0,1453.0,1,1,1,1479,0,1479,2,3,1,7,1,0,0,1,2.0,558.0,1,1,1,1,1,226000,0,1,1,0,1,0,0,1,0,1,0,0,1,7,1,0,1,1,1,0,1,0,0,0,0,1,0,1013.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,173,1,1,0,1,0,0,0,0
924100060,70.0,10457,0,0,0,1,5,178.0,1,0,1,1,0.0,784.0,1,1,1,784,848,1632,1,4,0,7,1,1,0,1,2.0,898.0,1,1,1,0,1,173000,0,1,1,0,1,0,1,0,0,1,0,1,0,41,1,0,1,1,1,0,1,0,0,0,0,0,1,0.0,0.0,496.0,288.0,0.0,1,1.0,2.0,0,1,1,0,0,541,1,0,0,0,0,1,0,0
532378120,60.0,8281,0,0,0,0,5,0.0,0,0,1,0,0.0,864.0,0,1,1,864,0,864,1,3,0,5,1,1,0,0,1.0,360.0,1,1,1,0,1,62383,0,1,1,0,1,0,1,0,0,1,0,0,1,45,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,311.0,0.0,553.0,0,1.0,1.0,0,1,0,1,0,236,1,1,0,0,0,1,0,0
528104080,67.0,14948,0,0,0,0,9,268.0,1,1,1,1,122.0,1452.0,1,1,1,1476,1237,2713,2,3,1,11,1,1,1,1,3.0,858.0,1,1,1,1,1,446261,0,1,1,0,1,0,0,0,1,1,0,1,0,2,1,1,0,1,0,1,1,0,0,0,0,1,0,1330.0,0.0,0.0,0.0,0.0,1,3.0,4.0,1,1,0,0,1,192,1,1,0,0,1,0,0,1
909250070,43.0,7000,0,1,0,0,7,0.0,0,0,1,0,200.0,624.0,1,1,1,743,736,1479,1,3,1,6,1,1,1,0,1.0,312.0,1,1,1,0,1,160000,1,0,1,0,1,0,1,0,0,1,0,1,0,84,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,424.0,0.0,0.0,0.0,1,2.0,2.0,0,1,0,1,0,586,1,0,1,0,0,0,0,0
528228405,69.05520046484602,3940,0,1,0,0,7,24.0,1,1,1,0,306.0,1393.0,1,1,1,1576,0,1576,2,2,1,7,1,1,0,1,3.0,668.0,1,1,1,1,1,219990,0,1,0,0,1,0,0,1,0,0,1,0,1,6,1,0,1,1,0,1,1,0,0,0,0,1,0,1087.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,163,1,0,0,0,1,0,0,0
907187080,93.0,9382,0,0,0,0,7,125.0,1,1,1,0,1468.0,1468.0,1,1,1,1479,0,1479,2,3,1,6,1,0,0,1,2.0,577.0,1,1,1,1,1,191000,0,1,1,0,0,0,0,1,0,1,0,0,1,11,0,0,1,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,145,1,1,0,0,1,0,0,0
903201090,55.0,6854,0,1,0,1,5,0.0,0,0,1,0,212.0,756.0,0,0,0,916,144,1060,1,1,0,6,0,1,1,0,1.0,308.0,0,1,1,1,1,136500,1,0,1,0,1,0,1,0,0,1,0,0,1,85,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,317.0,227.0,1,2.0,2.0,0,1,0,1,0,215,1,1,0,1,0,0,0,0
905475520,69.05520046484602,11515,0,0,0,0,4,0.0,0,0,0,0,0.0,0.0,0,0,1,943,0,943,1,3,1,5,0,0,0,0,1.0,308.0,1,1,0,1,1,80000,0,0,1,0,0,0,1,0,0,1,0,0,1,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,60,1,1,0,1,0,0,0,0
527302080,69.05520046484602,13837,0,0,0,0,7,178.0,1,1,1,0,0.0,1204.0,0,1,1,1377,806,2183,2,4,1,9,1,0,0,1,3.0,786.0,1,1,1,1,1,229000,1,0,1,0,0,1,0,1,0,1,0,0,0,22,1,0,1,1,1,0,0,0,1,0,0,1,0,1002.0,0.0,0.0,202.0,0.0,1,2.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
906223090,80.0,9938,0,1,0,0,7,246.0,1,1,1,0,300.0,1050.0,1,1,1,1062,887,1949,2,3,1,8,1,1,0,1,2.0,574.0,1,1,1,0,1,236000,0,1,1,0,1,0,0,1,0,1,0,1,0,17,0,0,1,1,1,0,0,1,0,0,0,1,0,750.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0,1,0,0,1,246,1,1,0,0,0,0,0,0
921128030,85.0,12633,0,0,1,0,10,242.0,1,1,1,1,1824.0,1824.0,1,1,1,1824,0,1824,2,3,1,8,1,1,1,1,3.0,932.0,1,1,1,1,1,392000,0,1,1,0,1,0,0,1,0,1,0,0,1,4,0,0,1,1,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1,1,0,0,1,304,1,1,0,1,0,0,0,1
903451090,57.0,6876,0,1,0,0,6,0.0,0,0,0,0,198.0,720.0,0,1,1,1146,784,1930,2,4,0,8,1,0,0,1,1.0,316.0,1,1,1,0,1,149000,1,0,0,0,1,0,0,0,0,1,0,1,0,83,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,0.0,522.0,0.0,0.0,1,3.0,3.0,0,1,0,1,0,213,1,1,0,0,0,1,0,0
533236090,36.0,3951,1,0,0,0,10,0.0,1,1,1,1,0.0,970.0,1,1,1,1469,924,2393,2,2,1,7,1,1,0,1,2.0,846.0,1,1,1,1,1,345000,1,0,0,1,1,0,0,1,0,0,1,1,0,12,0,0,0,1,1,0,0,1,0,0,0,1,0,842.0,0.0,128.0,0.0,0.0,1,3.0,4.0,0,1,0,0,1,184,1,0,0,0,1,0,0,0
902100110,62.0,9856,1,1,0,0,5,0.0,1,0,1,0,716.0,716.0,1,1,0,1007,1007,2014,2,5,0,8,1,0,0,0,2.0,624.0,1,1,1,1,1,169000,1,0,0,0,0,1,1,0,0,1,0,1,0,110,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,0,1,0,1,0,239,1,1,1,0,0,0,0,0
905377050,84.0,17808,0,1,0,0,4,0.0,0,0,1,0,484.0,484.0,0,0,1,1242,0,1242,1,2,0,4,0,0,0,1,1.0,336.0,1,1,0,1,1,109900,0,1,1,0,1,0,1,0,0,1,0,0,1,64,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
924151050,74.0,9627,0,1,0,1,7,94.0,0,1,1,1,238.0,996.0,1,1,1,996,1004,2000,2,3,0,9,1,1,0,1,3.0,650.0,1,1,1,1,1,188000,0,1,1,0,1,0,1,0,0,1,0,1,0,17,0,0,1,1,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,758.0,0.0,1,2.0,3.0,0,1,0,0,1,238,1,1,1,0,0,0,0,0
903227090,50.0,6000,0,1,0,0,6,0.0,0,0,1,0,780.0,780.0,1,1,0,825,587,1412,1,4,0,6,1,1,1,0,1.0,280.0,1,1,1,1,1,132500,1,0,0,0,1,0,1,0,0,1,0,0,0,71,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,45,1,0,0,0,0,1,0,0
907126050,65.0,9757,0,1,0,1,5,0.0,0,0,1,0,235.0,990.0,1,1,1,990,0,990,1,3,0,5,1,0,0,1,1.0,440.0,1,1,1,1,1,143000,0,1,1,0,1,0,0,1,0,1,0,0,1,16,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,755.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,158,1,0,0,0,0,1,0,0
905478140,58.0,9280,0,1,0,0,5,0.0,0,0,1,0,785.0,1342.0,1,1,1,1342,0,1342,1,4,0,7,1,0,0,0,1.0,256.0,1,1,1,1,1,125000,0,1,1,0,1,0,1,0,0,1,0,0,1,59,1,0,0,1,1,0,0,0,0,1,0,0,1,0.0,557.0,0.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
528114010,120.0,14780,0,0,1,1,9,568.0,1,1,1,1,363.0,1868.0,1,1,1,1868,0,1868,2,2,1,7,1,1,1,1,3.0,1085.0,1,1,1,1,1,415000,0,1,1,0,0,1,0,0,1,1,0,0,1,5,1,0,1,1,0,1,1,0,0,0,0,1,0,1505.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,0,1,566,1,1,1,0,0,0,0,0
902402130,60.0,7740,0,1,0,0,4,0.0,0,0,1,0,622.0,622.0,0,1,1,741,622,1363,1,3,0,6,1,0,0,0,2.0,528.0,1,1,1,1,1,125500,1,0,0,0,1,0,1,0,0,1,0,1,0,100,0,0,0,1,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,168,1,1,0,0,0,0,0,0
535175030,80.0,9600,0,1,0,0,6,183.0,0,0,1,0,0.0,1240.0,0,1,1,1632,0,1632,2,3,0,6,0,1,1,1,1.0,338.0,1,1,1,0,1,139000,0,1,1,0,1,0,1,0,0,1,0,0,1,52,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,620.0,620.0,0,3.0,3.0,0,1,1,0,0,289,1,0,0,0,0,1,0,0
528110010,97.0,13478,0,0,0,0,10,420.0,1,1,1,1,384.0,1722.0,1,1,1,1728,568,2296,2,3,1,10,1,1,1,1,3.0,842.0,1,1,1,1,1,451950,0,1,1,0,0,1,0,0,1,1,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,1,0,1338.0,0.0,0.0,0.0,0.0,1,3.0,4.0,1,1,1,0,0,656,1,1,0,0,0,1,0,0
908275040,65.0,10926,0,1,0,0,5,74.0,0,0,1,0,1678.0,1678.0,0,1,1,1678,0,1678,2,6,0,10,1,0,0,0,0.0,0.0,0,0,1,1,1,119900,1,0,1,0,1,0,1,0,0,0,0,0,1,51,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
916455070,69.05520046484602,6853,0,0,0,0,8,136.0,1,1,1,0,262.0,1267.0,1,1,1,1296,0,1296,2,2,1,6,1,0,0,1,2.0,471.0,1,1,1,1,1,220000,0,1,1,0,1,0,0,1,0,1,0,0,1,9,0,0,1,1,1,0,1,0,0,0,0,1,0,1005.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,0,0,1,217,1,1,0,0,0,1,0,0
526352080,85.0,10667,0,1,0,0,6,302.0,0,0,1,0,749.0,1587.0,0,1,1,1587,0,1587,2,3,0,7,1,1,1,1,2.0,525.0,1,1,1,1,1,167300,0,1,1,0,1,0,1,0,0,1,0,0,1,39,1,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0.0,838.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,44,1,0,0,1,0,0,0,0
909101100,45.0,8212,1,1,0,0,5,0.0,0,0,1,0,94.0,720.0,1,1,1,854,444,1298,1,3,0,6,1,1,1,0,1.0,256.0,1,1,1,1,1,122000,1,0,1,0,1,0,1,0,0,1,0,0,0,69,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,626.0,1,1.0,1.0,0,1,0,1,0,84,1,1,0,0,0,1,0,0
532351090,70.0,9100,0,1,0,0,5,336.0,0,0,1,0,396.0,1728.0,0,1,1,1728,0,1728,2,6,0,10,1,0,0,0,2.0,504.0,1,1,1,1,1,125000,1,0,0,0,1,0,1,0,0,0,0,0,1,47,1,0,1,1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1332.0,0,3.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
902205090,50.0,6000,0,1,0,0,5,0.0,0,0,1,0,620.0,928.0,0,1,0,928,0,928,1,3,0,5,1,0,0,1,1.0,288.0,1,1,1,1,1,112500,0,1,0,0,1,0,1,0,0,1,0,0,1,53,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,308.0,0,1.0,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
906394020,78.0,9316,0,1,0,0,7,0.0,1,1,1,1,879.0,879.0,1,1,1,879,916,1795,2,3,1,7,1,0,0,1,2.0,578.0,1,1,1,1,1,191000,0,1,1,0,1,0,0,1,0,1,0,1,0,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,1,0,0,275,1,0,0,1,0,0,0,0
535180100,75.0,9464,0,1,0,0,6,135.0,0,0,1,0,510.0,1080.0,0,1,1,1080,0,1080,1,3,0,5,1,0,0,1,1.0,288.0,1,1,1,1,1,136000,0,1,1,0,0,1,1,0,0,1,0,0,1,52,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0.0,570.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,130,1,1,0,0,1,0,0,0
907175100,80.0,10400,0,1,0,0,7,0.0,0,1,1,1,866.0,866.0,1,1,1,866,913,1779,2,3,1,6,1,0,0,1,2.0,546.0,1,1,1,1,1,197900,0,1,1,0,0,1,0,1,0,1,0,1,0,12,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,1,0,0,234,1,0,0,0,0,1,0,0
903430090,59.0,5310,0,1,0,0,6,0.0,0,0,0,0,485.0,485.0,0,1,1,1001,634,1635,1,2,1,5,1,0,0,1,1.0,255.0,0,1,1,1,1,117000,1,0,0,0,0,1,1,0,0,1,0,0,0,100,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,394,1,1,1,0,0,0,0,0
906380170,64.0,7406,0,1,0,0,7,84.0,1,1,1,1,515.0,1199.0,1,1,1,1220,0,1220,2,2,1,6,1,0,0,1,2.0,632.0,1,1,1,1,1,194000,0,1,1,0,1,0,0,1,0,1,0,0,1,4,1,1,0,1,1,0,1,0,0,0,0,1,0,684.0,0.0,0.0,0.0,0.0,0,3.0,3.0,1,1,1,0,0,159,1,1,1,0,0,0,0,1
533215030,69.05520046484602,4538,0,0,0,0,9,179.0,1,1,1,1,306.0,1310.0,1,1,1,1310,0,1310,1,1,1,5,1,1,0,1,2.0,545.0,1,1,1,1,1,285000,0,1,0,1,1,0,0,1,0,0,1,0,1,9,1,0,1,1,1,0,1,0,0,0,0,1,0,1004.0,0.0,0.0,0.0,0.0,0,2.0,3.0,0,1,1,0,0,322,1,1,0,0,1,0,0,0
904351280,62.0,10106,0,1,0,0,5,0.0,0,0,1,0,112.0,644.0,0,1,1,808,547,1355,2,4,0,6,1,0,0,0,0.0,0.0,0,0,1,1,1,127500,1,0,1,0,1,0,1,0,0,0,0,0,0,70,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,351.0,0.0,0.0,181.0,1,3.0,3.0,0,0,0,0,0,140,1,1,0,0,1,0,0,0
533128030,69.05520046484602,13346,0,0,0,0,7,0.0,1,1,1,0,367.0,1095.0,1,1,1,1166,1129,2295,2,4,1,9,1,1,0,1,2.0,590.0,1,1,1,1,1,268000,0,1,1,0,0,0,0,0,1,1,0,1,0,18,0,0,0,1,1,0,0,0,1,0,0,1,0,728.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0,1,1,0,0,40,1,1,1,0,0,0,0,0
902206270,57.0,9639,0,1,0,0,4,0.0,0,0,1,0,1075.0,1075.0,1,1,1,1156,642,1798,2,4,0,7,1,0,0,0,2.0,342.0,1,1,0,0,1,137000,1,0,0,0,1,0,1,0,0,1,0,1,0,110,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0,1,0,1,0,160,1,0,0,1,0,0,0,0
534129060,69.05520046484602,15387,0,0,0,0,7,0.0,0,0,1,0,723.0,1620.0,1,1,1,1620,0,1620,2,4,1,8,1,1,1,1,2.0,578.0,1,1,1,1,0,215000,0,1,1,0,0,0,0,1,0,1,0,0,1,43,1,0,0,1,1,0,0,0,0,0,1,0,1,0.0,603.0,294.0,0.0,0.0,0,2.0,2.0,0,1,0,1,0,254,1,1,0,0,1,0,0,0
535300040,75.0,10050,0,1,0,0,5,0.0,0,0,1,0,928.0,1216.0,0,1,1,1216,0,1216,1,3,0,5,1,0,0,1,1.0,336.0,1,1,1,1,1,129500,0,1,1,0,1,0,1,0,0,1,0,0,1,55,1,0,0,1,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,288.0,0,2.0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
903231190,69.05520046484602,6240,0,1,0,0,5,0.0,0,1,1,0,896.0,896.0,0,1,0,896,448,1344,1,3,0,7,1,0,0,0,1.0,240.0,0,1,1,1,1,115000,1,0,0,0,1,0,1,0,0,1,0,0,0,74,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,314,1,0,1,0,0,0,0,0
535375160,45.0,7506,0,1,0,0,5,0.0,0,0,1,0,747.0,747.0,0,1,1,747,412,1159,1,3,0,5,1,0,0,0,1.0,288.0,0,1,0,1,1,114000,1,0,1,0,0,1,1,0,0,1,0,0,0,85,0,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,0,1,0,180,1,0,0,0,1,0,0,0
531478010,69.05520046484602,8900,0,1,0,0,4,0.0,0,0,1,0,0.0,1056.0,0,1,1,1056,0,1056,1,2,0,5,1,0,0,0,1.0,384.0,1,1,1,0,1,107000,0,1,0,0,1,0,0,1,0,1,0,0,1,44,1,0,0,1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1056.0,0,2.0,2.0,0,1,0,1,0,42,1,1,1,0,0,0,0,0
535352080,80.0,8480,0,1,0,0,5,0.0,0,0,1,0,390.0,832.0,0,1,1,832,384,1216,1,2,0,6,1,0,0,0,1.0,336.0,1,1,1,1,1,118500,1,0,1,0,1,0,1,0,0,1,0,0,0,63,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,442.0,1,1.0,1.0,0,1,0,1,0,260,1,0,0,0,1,0,0,0
903227080,50.0,6000,0,1,0,0,6,0.0,0,0,1,0,862.0,862.0,0,1,1,950,208,1158,1,3,0,5,1,1,1,1,1.0,208.0,1,1,1,1,1,120000,1,0,0,0,0,1,1,0,0,1,0,0,0,81,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,1,1,0,0,112,1,1,0,0,1,0,0,0
528439040,74.0,8847,0,1,0,0,8,148.0,1,1,1,1,769.0,1538.0,1,1,1,1538,0,1538,2,3,1,7,1,0,0,1,2.0,484.0,1,1,1,1,1,260000,0,1,1,0,1,0,0,1,0,1,0,0,1,5,1,0,1,1,1,0,1,0,0,0,0,1,0,769.0,0.0,0.0,0.0,0.0,0,3.0,3.0,0,1,1,0,0,186,1,1,0,1,0,0,0,0
535152130,69.05520046484602,8050,0,0,0,0,5,150.0,0,0,1,0,125.0,1143.0,0,1,1,1143,0,1143,1,3,0,6,1,0,0,1,1.0,308.0,1,1,1,0,1,136000,0,1,1,0,1,0,1,0,0,1,0,0,1,51,1,0,1,1,0,1,0,1,0,0,0,0,1,0.0,0.0,856.0,0.0,162.0,0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
527404140,70.0,8294,0,1,0,0,4,0.0,0,0,1,0,858.0,858.0,0,1,1,872,0,872,1,3,0,5,1,0,0,0,4.0,480.0,1,1,1,0,1,123000,0,1,1,0,1,0,1,0,0,1,0,0,1,39,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
903458110,69.05520046484602,7920,1,0,0,0,6,0.0,0,0,1,0,319.0,319.0,0,1,0,1035,371,1406,1,3,0,6,1,0,0,0,0.0,0.0,0,0,0,0,1,89500,1,0,0,0,1,0,0,0,0,1,0,0,0,90,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0,0,0,0,0,144,1,0,0,0,1,0,0,0
528218150,100.0,18494,0,0,0,0,6,0.0,1,1,1,0,1324.0,1324.0,1,1,1,1324,0,1324,2,3,1,6,1,0,0,1,2.0,430.0,1,1,1,1,1,199500,0,1,1,0,0,1,0,1,0,1,0,0,1,5,1,0,0,1,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,0,0,1,59,1,1,0,0,0,0,0,0
905104080,69.05520046484602,7162,0,0,0,0,5,41.0,0,0,1,0,876.0,876.0,0,1,1,904,0,904,1,3,0,6,1,0,0,1,1.0,408.0,1,1,1,0,1,109900,0,1,1,0,1,0,1,0,0,1,0,0,1,44,1,0,0,1,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
909257050,53.0,10918,0,1,0,0,7,0.0,1,1,1,0,1276.0,1276.0,1,1,1,1276,804,2080,1,3,1,9,1,1,1,0,1.0,282.0,1,1,1,0,1,234000,1,0,1,0,1,0,0,1,0,1,0,1,0,84,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0,1,0,1,0,145,1,1,0,0,0,1,0,0
907290230,37.0,4435,0,1,0,0,6,169.0,1,1,1,1,186.0,848.0,1,1,1,848,0,848,1,1,1,3,1,1,1,1,2.0,420.0,1,1,1,1,1,155900,0,1,0,0,1,0,0,1,0,0,1,0,1,6,1,0,1,1,1,0,1,0,0,0,0,1,0,662.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,1,1,0,0,140,1,0,1,0,0,0,0,0
905229040,69.05520046484602,11250,0,1,0,0,4,0.0,0,0,1,1,1104.0,1104.0,1,1,0,1104,684,1788,1,5,0,8,0,1,0,1,1.0,304.0,1,1,1,1,1,161500,1,0,1,0,1,0,0,1,0,1,0,0,0,53,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,0,1,0,1,0,120,1,1,0,0,0,1,0,0
916176030,69.05520046484602,14375,0,0,0,0,6,541.0,0,0,1,0,354.0,819.0,0,1,0,1344,0,1344,1,3,1,7,1,1,1,0,2.0,525.0,1,1,1,1,1,137500,0,1,1,0,0,0,0,1,0,1,0,0,0,52,1,0,1,1,1,0,0,0,1,0,0,0,1,111.0,0.0,0.0,0.0,354.0,0,1.0,2.0,0,1,1,0,0,351,1,1,0,0,0,1,0,0
902401060,100.0,9045,0,1,0,0,5,0.0,0,0,1,1,840.0,840.0,0,0,0,1128,1128,2256,2,4,0,12,1,0,0,0,0.0,0.0,0,0,0,1,1,76500,1,0,0,0,1,0,1,0,0,0,0,1,0,100,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,0,0,0,0,0,36,1,1,0,0,0,0,0,0
905352180,97.0,10029,0,0,0,0,6,268.0,1,1,1,0,320.0,1151.0,0,1,1,1164,896,2060,2,4,0,8,1,1,0,1,2.0,521.0,1,1,1,1,1,211000,0,1,1,0,0,1,0,1,0,1,0,1,0,22,0,0,1,1,1,0,0,0,0,0,1,1,0,831.0,0.0,0.0,0.0,0.0,1,2.0,4.0,0,1,0,1,0,420,1,1,0,1,0,0,0,0
